ITEMNAME,CATEGORY,QUANTITY,COSTPPU,FACTOR,SELLPPU,VAT,BARCODE,EXPIRYDATE
COFFEE TRAY MELAMINE,MELAMINE ITEMS,1 ,6000,,7500,0,74011401#,
FAY CLINGFILM 15M,DISPOSABLE ITEMS,1 ,3500,,4000,18,6161101890823,
ALUMINIUM FOIL 45CM * 150/300,DISPOSABLE ITEMS,1 ,21000,,25000,18,,
ALUMINIUM FOIL 30CM * 150/300,DISPOSABLE ITEMS,1 ,11667,,13000,18,,
GOLDEN CLING FILM 45CM * 300/600,DISPOSABLE ITEMS,1 ,15000,,25000,18,,
DELUXE ALUMINIUM FOIL HEAVY DUTY 37.5,DISPOSABLE ITEMS,1 ,2083,,2500,18,6297000042060,
PACKING / TAKE AWAY BOX SILVER - BIG,DISPOSABLE ITEMS,1 ,250,,500,0,,
PACKING / TAKE AWAY BOX SILVER PLATE - SMALL,DISPOSABLE ITEMS,1 ,140,,300,0,,
EGGS TRAY LOCAL,DISPOSABLE ITEMS,1 ,1000,,1000,18,,
COMFI KITCHEN ROLL DOUBLE LAYER 100 SHEETS,DISPOSABLE ITEMS,1 ,4333,,5200,18,5032619615103,
OLIVE MULTI-PURPOSE PAPER TOWELS 150 SHEETS,DISPOSABLE ITEMS,1 ,10000,,12000,18,6056000002111,
WEIBRAND FACIAL TISSUE 130 2-PLY TISSUE,DISPOSABLE ITEMS,1 ,2800,,3500,18,6901236380307,
AMERICAN GREEN PREMIUM QUALITY FACIAL TISSUE 200,DISPOSABLE ITEMS,1 ,3500,,4000,18,6291101894931,
PARTY TECHPAK DISPOSABLE GLASSES 200 ML 25 PCS,DISPOSABLE ITEMS,1 ,1450,,1800,0,6161102080018,
IT'S FRESH IT'S SWEET JUICE CUPS,DISPOSABLE ITEMS,1 ,6500,,10000,0,,
RAHA DISPOSABLE PLASTIC CUPS,DISPOSABLE ITEMS,1 ,3300,,4000,0,6297000122007,
RICHMOND DRINKING STRAWS,DISPOSABLE ITEMS,1 ,1666,,2000,0,,
PARTY TECHPAK DISPOSABLE CLEAR GLASSES 1 PC,DISPOSABLE ITEMS,1 ,0,,100,0,,
PARTY CHOICE DISPOSABLE FORKS 50 PCS,DISPOSABLE ITEMS,1 ,2300,,2800,0,6928745628942,
PARTY TECHPAK 6 OZ WHITE GLASSES 50 PCS,DISPOSABLE ITEMS,1 ,2500,,3000,0,6161102080742,
EAGLE BRAND DISPOSABLE FOAM GLASS 10 oz 10 PCS,DISPOSABLE ITEMS,1 ,2700,,3200,0,6161103792132,
FALCON PAPER PLATES 100 PCS,DISPOSABLE ITEMS,1 ,8000,,10000,0,6291055042891,
PARTY TECHPAK DISPOSABLE WHITE PLATES 9 25 PCS,DISPOSABLE ITEMS,1 ,4500,,6600,0,6161102080124,
PARTY TECHPACK PARTITION PLATES WHITE 113 25 PCS,DISPOSABLE ITEMS,1 ,8500,,10000,0,6161101990158,
DISPOSABLE CUPS SMALL,DISPOSABLE ITEMS,1 ,56,,100,0,36002401#,
DISPOSABLE CUPS LARGE,DISPOSABLE ITEMS,1 ,150,,200,0,36002501#,
PLASTIC TEA SPOONS 100 PCS,DISPOSABLE ITEMS,1 ,1625,,2500,0,36002601#,
FAN OF DU LET'S PARTY PLASTIC SPOONS FORKS 50 PC,DISPOSABLE ITEMS,1 ,1250,,2000,0,6928745072158,
U&ME PLASTIC TUMBLERS 10 PCS,DISPOSABLE ITEMS,1 ,2384,,2800,0,5060068552335,
WHITE FOAM CUPS 25 PCS,DISPOSABLE ITEMS,1 ,1008,,2500,0,36002901#,
U&ME JUICE GLASS 50 PCS,DISPOSABLE ITEMS,1 ,7000,,7000,0,36003001#,
PARTY TECHPAK TRAYS WHITE 25 PCS,DISPOSABLE ITEMS,1 ,3500,,4200,0,6161102080179,
PARTY PACK DISPOSABLE WHITE PLATES 200mm 25 PCS,DISPOSABLE ITEMS,1 ,6000,,7200,0,6161101990141,
DECORATED DISPOSABLE GLASSES WITH COVER 50 PCS,DISPOSABLE ITEMS,1 ,7000,,8400,0,36003301#,
GOLDEN CLING FILM 30CM*300,DISPOSABLE ITEMS,1 ,11000,,13500,0,36003401#,
VELVEX ALUMINIUM FOIL 45CM*5M,DISPOSABLE ITEMS,1 ,3612,,4300,0,6161100760417,
PARTY TECHPAK DISPOSABLE PLATE SMALL 25 PCS,DISPOSABLE ITEMS,1 ,4000,,4800,0,6161102080353,
DISPOSABLE PAPER PLATE GOLD/SILVER,DISPOSABLE ITEMS,1 ,4500,,5500,0,22006801#,
LEISURE WAY DISPOSABLE PAPER PLATES 9 100 PCS,DISPOSABLE ITEMS,1 ,6500,,7800,0,072775910006,
PARTY TECHPAK DISPOSABLE WHITE PLATES 11 25 PCS,DISPOSABLE ITEMS,1 ,7500,,9000,0,6161102080377,
PARTY TECHPAK DISPOSABLE GLASSES 300 ml 25 PCS,DISPOSABLE ITEMS,1 ,2375,,2900,0,6161102080063,
ASA FRESHWRAP CLING FILM 30 METRES,DISPOSABLE ITEMS,1 ,3500,,4200,0,6009628041826,
ASA FRESHWRAP ALUMINIUM FOIL 9 METRES,DISPOSABLE ITEMS,1 ,4200,,5100,0,6009628041819,
ASA FRESHWRAP ALUMINIUM FOIL 50 METRES,DISPOSABLE ITEMS,1 ,18500,,22500,0,6009628041796,
TECHPAK ALUMINIUM FOIL 45CM*5M,DISPOSABLE ITEMS,1 ,3750,,4500,0,6161102081992,
TECHPAK ALUMINIUM FOIL 30CM*5M,DISPOSABLE ITEMS,1 ,2500,,3000,0,6161102082005,
TECHPAK CLING FILM 30CM*15M,DISPOSABLE ITEMS,1 ,2750,,3300,0,6161102082012,
KNORR SOUP 60 g /60 g /87 g,SOUPS,1 ,1800,,1800,0,6001038002558,
NEW SOUP,SOUPS,1 ,1700,,2500,0,,
TIFFANY ECLAIRS 350 g,CANDY & CHOCOLATES,1 ,5250,,6300,0,6291003071034,
PIN POP BLACK CHERRY 864G,CANDY & CHOCOLATES,1 ,8500,,10000,18,7702174067010,
MINI MENTOS FRUIT MIX  1KG,CANDY & CHOCOLATES,1 ,13400,,16000,18,8990800002842,
CRAVINGS MILK BUTTER TOFFEE,CANDY & CHOCOLATES,1 ,7000,,8500,18,6291101108076,
MENTOS MINT CHEWY DRAGES,CANDY & CHOCOLATES,1 ,833,,1200,0,8990800307015,
COVERTINA TOFFEE CHOCOLATE,CANDY & CHOCOLATES,1 ,2917,,3500,18,6223000565056,
TEXASS 42 g / 45 g,CANDY & CHOCOLATES,1 ,395,,500,0,8993091165005,
YESCO COFFEE CANDY 24 g,CANDY & CHOCOLATES,1 ,600,,1000,0,8991002305144,
SNICKERS CHOCOLATE BAR 50 g,CANDY & CHOCOLATES,1 ,1500,,2000,0,5000159407397,
ASTRO'S CRISPED RICE W/ CARAMEL COATED CHOCOLATE,CANDY & CHOCOLATES,1 ,292,,500,0,6223000563007,
ALPENLIEBE MILKY CARAMEL CANDY ORIGINAL 36 g,CANDY & CHOCOLATES,1 ,750,,1000,0,8935001704126,
COFITOS ALPENLIEBE 33 g,CANDY & CHOCOLATES,1 ,447,,1000,0,89304488,
LONDON BAKERS' GLUCOSE BISCUITS 576 g,CANDY & CHOCOLATES,1 ,3500,,4200,0,6291101533229,
PEANUT M&M'S 45 g,CANDY & CHOCOLATES,1 ,2800,,3400,0,40111445,
FRUIT-TELLA CANDY 39 g,CANDY & CHOCOLATES,1 ,1800,,2000,0,8990800011868,
LINDT LINDOR MILK CHOCOLATE 100 g,CANDY & CHOCOLATES,1 ,13000,,15000,0,7610400014649,
KINDER BUENO CHOCOLATE 43 g,CANDY & CHOCOLATES,1 ,3000,,3500,0,80052760,
JORIS CANDY 125 g,CANDY & CHOCOLATES,1 ,5500,,6000,0,5410404011512,
COTE D'OR MIGNONNETTE CHOCOLATE 10 g,CANDY & CHOCOLATES,1 ,1112,,1300,0,,
GALAXY FLUTES 22.5 g,CANDY & CHOCOLATES,1 ,1000,,1200,0,4011100818811,
CADBURY DAIRY MILK CHOCOLATE 20 g,CANDY & CHOCOLATES,1 ,1196,,1500,0,6001065033808,
CADBURY DAIRY MILK CHOCOLATE,CANDY & CHOCOLATES,1 ,2100,,2600,0,6001065036113,
CADBURY DAIRY MILK CHOCOLATE 100 g,CANDY & CHOCOLATES,1 ,3200,,6500,0,6001065220802,
CADBURY DREAM CHOCOLATE 100 g,CANDY & CHOCOLATES,1 ,4650,,5000,0,6001065026657,
CADBURY LUNCH BAR,CANDY & CHOCOLATES,1 ,1875,,2300,0,6001065034027,
CADBURY FUDGE,CANDY & CHOCOLATES,1 ,500,,700,0,6161101420631,
CADBURY MINT-CHOC 24 g,CANDY & CHOCOLATES,1 ,500,,700,0,6161101420648,
MENTOS 10 g,CANDY & CHOCOLATES,1 ,134,,300,0,,
CHOC N ROLL,CANDY & CHOCOLATES,1 ,434,,1000,0,8693029010130,
GALAXY FLUTES 4 FINGERS,CANDY & CHOCOLATES,1 ,1050,,2000,0,6221134002638,
GALAXY CHOCOLATE 40 g / 43 g,CANDY & CHOCOLATES,1 ,1388,,2000,0,4011100984134,
CADBURY DAIRY MILK HAZELNUTS 227 g,CANDY & CHOCOLATES,1 ,3194,,15000,0,6221021120001,
GALAXY AMICELLI 1 FINGER,CANDY & CHOCOLATES,1 ,463,,1000,0,,
GALAXY CHOCOLATE 100 g / 120 g,CANDY & CHOCOLATES,1 ,2243,,6500,0,6294001806035,
KARSA SMILE CHOCOLATE CARAMEL & BISCUITS,CANDY & CHOCOLATES,1 ,333,,600,0,8690766304010,
KARSA FLASH WAFER,CANDY & CHOCOLATES,1 ,333,,500,0,8690766306007,
GO WELL CRISPED RICE & CARAMEL COATED CHOCOLATE,CANDY & CHOCOLATES,1 ,302,,600,0,,
KARSA FLASH COCONUT NOUGAT BAR,CANDY & CHOCOLATES,1 ,333,,600,0,8690766308506,
SWEETS 200,CANDY & CHOCOLATES,1 ,83,,200,0,,
RUTA / TILLA CHOCOLATE,CANDY & CHOCOLATES,1 ,0,,400,0,,
TIFFANY FRUITEES TOFFEE CHEWS 700 g,CANDY & CHOCOLATES,1 ,8200,,11000,0,6291003080043,
TIFFANY DELUXE TOFFEE 350 g,CANDY & CHOCOLATES,1 ,3900,,5000,0,6291003070082,
SWEETS LOLLIPOP 300,CANDY & CHOCOLATES,1 ,167,,300,0,,
TIFFANY DELUXE TOFFEE 700 g,CANDY & CHOCOLATES,1 ,9000,,10800,0,6291003070105,
TIFFANY ECLAIRS 700 g,CANDY & CHOCOLATES,1 ,10500,,13000,0,6291003071027,
TIFFANY CREAM FUDGE 700 g,CANDY & CHOCOLATES,1 ,11000,,13200,0,6291003045813,
TIFFANY CREAM TOFFEE 700 g,CANDY & CHOCOLATES,1 ,8200,,11000,0,6291003070112,
MARIA CHEWING GUM,CANDY & CHOCOLATES,1 ,75,,100,0,,
TWIX CHOCOLATE 50 g,CANDY & CHOCOLATES,1 ,1680,,2000,0,40111315,
MARS CHOCOLATE 51 g,CANDY & CHOCOLATES,1 ,1500,,2000,0,5000159407236,
GALAXY MINIS,CANDY & CHOCOLATES,1 ,520,,1000,0,,
KARSA DREAM CHOCOLATE,CANDY & CHOCOLATES,1 ,333,,600,0,8690766303914,
CAKE OUGO,CANDY & CHOCOLATES,1 ,389,,500,0,6223000563366,
WRIGLEY'S P.K CHEWING GUM 5.6 g / FRESH 6.24 g,CANDY & CHOCOLATES,1 ,140,,200,0,,
DORI FRUTSY 7 g,CANDY & CHOCOLATES,1 ,200,,300,0,7896058503623,
YOGURTE 100 NATURAL FLAVOR 7 g,CANDY & CHOCOLATES,1 ,200,,300,0,7896058502725,
ELVAN JUMBO AERATED PLAIN CHOCOLATE,CANDY & CHOCOLATES,1 ,417,,500,0,8693029500013,
SWEETS 100,CANDY & CHOCOLATES,1 ,50,,100,0,,
CAGLA LOVE CHOCOLATE 40 G,CANDY & CHOCOLATES,1 ,625,,1000,0,8690351007005,
CADBURY MORO PEANUT CHARGE 44 g,CANDY & CHOCOLATES,1 ,1500,,1800,0,782386159007,
VOLUME CHOCOLATE MILK 80 g,CANDY & CHOCOLATES,1 ,2333,,3000,0,8690351006404,
CLASSIC GIFT BENNS 5*32 G,CANDY & CHOCOLATES,1 ,5000,,6000,0,9555057607951,
KARSA QUATTRO MILK CHOCOLATE,CANDY & CHOCOLATES,1 ,333,,600,18,8690766304218,
ULKER ALBENI CHOCOLATE 40 g,CANDY & CHOCOLATES,1 ,625,,1000,0,8690504034506,
MAKS TABLET CHOCOLATE CREAM 85 g,CANDY & CHOCOLATES,1 ,1250,,1500,0,8690351000860,
BOUNTY CHOCOLATE 57 g,CANDY & CHOCOLATES,1 ,1583,,2000,0,40111216,
VOLUME CHOCOLATE 40 g,CANDY & CHOCOLATES,1 ,1250,,1500,0,8690351006602,
METRO  ULKER CHOCOLATE 40 G,CANDY & CHOCOLATES,1 ,625,,1000,0,8690504035008,
SONIX CHOCOLATE,CANDY & CHOCOLATES,1 ,417,,500,0,8699258782060,
TAYAS FRUTTY MAXI 47 g,CANDY & CHOCOLATES,1 ,900,,1200,0,8690997061539,
KIT KAT 2 FINGER,CANDY & CHOCOLATES,1 ,867,,1500,0,6294003532956,
KIT KAT 4 FINGER 45 g,CANDY & CHOCOLATES,1 ,425,,1200,0,50426416,
MALTESERS 37 g,CANDY & CHOCOLATES,1 ,312,,4000,0,5000159020312,
SMARTIES,CANDY & CHOCOLATES,1 ,714,,2000,0,50249466,
SKITTLES 55 g,CANDY & CHOCOLATES,1 ,398,,1500,0,50159338,
EXTRA CHEWING GUM 10 PELLETS,CANDY & CHOCOLATES,1 ,536,,500,0,42124276,
TOFFO,CANDY & CHOCOLATES,1 ,285,,500,0,6294003544188,
DELUXE TOFFEES NUTRINE 700 g,CANDY & CHOCOLATES,1 ,9500,,11400,0,8904008001828,
YOGUETA BITES 100 PCS,CANDY & CHOCOLATES,1 ,5000,,6000,0,7702174067294,
ELVAN MAESTRO VANILLA CHOCOLATE 100 g,CANDY & CHOCOLATES,1 ,1417,,2000,0,8693029201682,
CAGLA CHOCOPOP CHOCOLATE,CANDY & CHOCOLATES,1 ,1250,,1500,0,8690351000877,
SWEETS LOLLIPOP 200,CANDY & CHOCOLATES,1 ,70,,200,0,,
SNICKERS CHOCOLATE 32 g,CANDY & CHOCOLATES,1 ,885,,1800,0,6294001813316,
CLASSIC CHOCOLATE 100 g,CANDY & CHOCOLATES,1 ,2000,,3000,0,8697439302564,
CHOCON CHOCOLATY BAR,CANDY & CHOCOLATES,1 ,396,,500,0,,
MARS CHOCOLATE 33 g,CANDY & CHOCOLATES,1 ,827,,1800,0,6294001813392,
ELVAN COMPOUD CHOCOLATE,CANDY & CHOCOLATES,1 ,110,,200,0,,
CADBURY DAIRY MILK 90 g,CANDY & CHOCOLATES,1 ,4375,,5500,0,6001065036144,
CAGLA LOVE CHOCOLATE 80 G,CANDY & CHOCOLATES,1 ,1153,,1500,0,8690351007609,
SHOCK CHOCOLATE 60 g,CANDY & CHOCOLATES,1 ,1000,,1500,0,8693029500099,
SUPER CHOCOLATE,CANDY & CHOCOLATES,1 ,625,,1000,0,8693029600706,
DEEMAH MILK TOFFEES SACHET 450 G,CANDY & CHOCOLATES,1 ,5000,,6000,0,776992001652,
CLASSIC CHOCOLATE SMALL,CANDY & CHOCOLATES,1 ,1000,,1500,0,8697439304056,
CAGLA NUT BAR 45 G,CANDY & CHOCOLATES,1 ,792,,1000,0,8690351041108,
NEW CANDY,CANDY & CHOCOLATES,1 ,4583,,5500,0,,
TOREN WONDERFUL CHOCOLATE 30 g,CANDY & CHOCOLATES,1 ,458,,700,0,8697439302410,
DUMDUM POCKET POEME CHOCOLATE 20 g,CANDY & CHOCOLATES,1 ,600,,800,0,7896530719597,
DUMDUM NOVO POEME CHOCOLATE 40 g,CANDY & CHOCOLATES,1 ,1400,,1700,0,7896530719009,
DUMDUM SUPREME BARS CHOCOLATE 40 g,CANDY & CHOCOLATES,1 ,1200,,1500,0,7896530719214,
TOREN COCO TWIN COZ CHOCOLATE 60 g,CANDY & CHOCOLATES,1 ,916,,1200,0,8697439304308,
DUMDUM TALISMAN CROCANTE CHOCOLATE 80 g,CANDY & CHOCOLATES,1 ,2500,,3000,0,7896530719450,
CRISPY CHEWING GUM 20 g,CANDY & CHOCOLATES,1 ,500,,1000,0,6920516637535,
SUIFA MASTICO CHEWING GUM 12.5 g,CANDY & CHOCOLATES,1 ,300,,600,0,6922915930477,
BRAVO CHOCOLATE 25 g,CANDY & CHOCOLATES,1 ,375,,500,0,9501047111113,
ELVAN SAFARI CHOCOLATE 70 g,CANDY & CHOCOLATES,1 ,916,,1500,0,8693029500037,
SKITTLES FRUITS 38 g,CANDY & CHOCOLATES,1 ,700,,2000,0,4011100156364,
EXTRA CHEWING GUM SUGARFREE 5 STICKS,CANDY & CHOCOLATES,1 ,1098,,2000,0,50173518,
FRUITTELLA 36 g,CANDY & CHOCOLATES,1 ,957,,1800,0,87108408,
VIVANO CEREAL CHOCOLATE 42 g,CANDY & CHOCOLATES,1 ,1666,,2000,0,,
GOLDA GOFRET 30 g,CANDY & CHOCOLATES,1 ,500,,1000,0,8696646804038,
ICE GREEN COUGH DROPS 180 g,CANDY & CHOCOLATES,1 ,1400,,2000,0,6164000598265,
KINYARA SUGAR 1 KG,SOLVENT ITEMS,1 ,2350,,3000,0,6164000693007,
KAKIRA SUGAR 1 KG,SOLVENT ITEMS,1 ,2450,,3000,0,6164000598005,
MUZURI EXTRA FINE ICING SUGAR 500G,SOLVENT ITEMS,1 ,2361,,3000,18,6164002318007,
CHAPA MANDASHI BAKING POWDER 100 g,SOLVENT ITEMS,1 ,611,,1000,0,6161101661713,
DAILY FRESH IODIZED SALT 650 g,SOLVENT ITEMS,1 ,1800,,2600,0,6291023107263,
NESTLE COFFEE MATE 400 g,SOLVENT ITEMS,1 ,9666,,11500,0,8850124011053,
NESCAFE CLASSIC 100 g,SOLVENT ITEMS,1 ,7708,,10000,0,7891000052402,
CADBURY DRINKING CHOCOLATE 225 g,SOLVENT ITEMS,1 ,5833,,6800,0,6161101421294,
MILO NESTLE 200G,SOLVENT ITEMS,1 ,11250,,13500,18,6161100020313,
CHILUMA IODIZED TABLE SALT 500G,SOLVENT ITEMS,1 ,500,,600,0,6161101280051,
CHILUMA SALT 200 g,SOLVENT ITEMS,1 ,200,,300,0,6161101280068,
KILIT INSECTICIDE 400 ML,SOLVENT ITEMS,1 ,5416,,6500,0,5015163001752,
RUNGU 500 ML,SOLVENT ITEMS,1 ,4584,,5500,0,6271004112752,
SUGAR 1 KILO,SOLVENT ITEMS,1 ,0,,2800,0,,
KINYARA SUGAR 500 g,SOLVENT ITEMS,1 ,1275,,1600,0,6164000693014,
KAKIRA SUGAR 1/2 KILO 500 g,SOLVENT ITEMS,1 ,1650,,1900,0,6164000598043,
PICFARE/ PAGES  RULED PAPER 500SHEETS,SOLVENT ITEMS,1 ,8300,,11500,0,6009681937463,
ANMOL TABLE SALT 750 g,SOLVENT ITEMS,1 ,3400,,4000,0,5032619503011,
AMERICAN GARDEN IODIZED SALT 737 g,SOLVENT ITEMS,1 ,2333,,2800,0,017273504753,
SAXA COARSE SEA SALT 350 g,SOLVENT ITEMS,1 ,8800,,10500,0,5019989103089,
BAHARI /HABARI IODIZED SALT 500 g,SOLVENT ITEMS,1 ,475,,600,0,6164001442222,
CLEANSING KING NEW,BATHROOM ITEMS,1 ,1500,,2000,18,6928971000093,
AROMATHERAPY BODY CLEANSER760ML,BATHROOM ITEMS,1 ,6500,,10000,18,6922782606383,
AROMA THERAPY BODY CEANSER LEMON ESSENCE 760 ML,BATHROOM ITEMS,1 ,6500,,10000,18,6922782606376,
PETITE BOUTIQUE RAINBOW BATH SET 6 x 8g,BATHROOM ITEMS,1 ,0,,6000,0,00003964,
TROUSER TRUNCHEON HAIR AND BODY WASH 300 ML,BATHROOM ITEMS,1 ,6000,,6000,18,5023117669446,
BOG MONSTERS WALLOW IN THE MUD FOAM BATH 250 ML,BATHROOM ITEMS,1 ,0,,8000,18,00043830,
CONCORD AIR FRESHENER 300 ML,BATHROOM ITEMS,1 ,3500,,4200,0,663234009043,
CHARM LILLY WHITE FLOWERS ROOM FRAGRANCE 330 ML,BATHROOM ITEMS,1 ,5217,,5500,0,5010508186569,
ALPINE AMBIENCE AIR FRESHENER ROSE 400 ML,BATHROOM ITEMS,1 ,5000,,6000,0,8018067005847,
CHARM SPRING FLOWERS ROOM FRAGRANCE 330 ML,BATHROOM ITEMS,1 ,5217,,5500,0,5010508183407,
CHARM CITRUS SUNBURST ROOM FRAGRANCE 330 ML,BATHROOM ITEMS,1 ,5217,,5500,0,5010508182981,
GREEN WORLD AIR FRESHENER 300 ML/400 ML,BATHROOM ITEMS,1 ,3500,,4200,0,8696630120625,
ARKO AFTER SHAVE BALM 150 ML,BATHROOM ITEMS,1 ,5167,,6200,18,8690506353711,
NEW BATHROOM 1,BATHROOM ITEMS,1 ,5000,,6000,18,,
BOP INSECTICIDE 400 ML,BATHROOM ITEMS,1 ,5166,,6500,0,5021156010182,
ORAL-B TOOTHBRUSH ORAL B CLASSIC TOOTHBRUSH,BATHROOM ITEMS,1 ,1400,,1700,18,3014260807214,
FRESH AIR JASMINE,BATHROOM ITEMS,1 ,3333,,5500,0,,
FAX HOME FRAGRANCE 252 g 300 ML,BATHROOM ITEMS,1 ,3230,,4000,0,8690506397265,
AXE BRAND OIL 3 ML,BATHROOM ITEMS,1 ,1167,,1500,0,8888115000168,
HOME POWER METHYLATED SPIRIT 500 ML,BATHROOM ITEMS,1 ,1583,,2000,18,,
AROMATHERAPY  SHOWER GEL 100ML,BATHROOM ITEMS,1 ,0,,5000,18,,
COLGATE DOUBLE ACTION TOOTHBRUSH,BATHROOM ITEMS,1 ,916,,1500,0,6001067007289,
SANE XCO HAND SOME TOOTHBRUSH,BATHROOM ITEMS,1 ,833,,1000,18,6927249740815,
CLOSE UP 100 ML / 125 g,BATHROOM ITEMS,1 ,3495,,4000,0,6221048411342,
AROMATHERAPY CANDLE,"LIGHTS, LAMPS, CANDLES, BULBS, TORCHES, ETC",1 ,2500,,2500,0,,
ESSENTIAL BATH 1 LTR,BATHROOM ITEMS,1 ,7083,,9000,0,5012251007818,
BIG BOY 500ML,BATHROOM ITEMS,1 ,10000,,10000,18,5023117669484,
COLGATE TRIPLE ACTION 100ML,BATHROOM ITEMS,1 ,3166,,4000,18,6001067008507,
COLGATE HERBAL 100 ML,BATHROOM ITEMS,1 ,3166,,4000,0,6001067021452,
COLGATE TOTAL 75ML,BATHROOM ITEMS,1 ,4166,,5000,18,8850006326176,
CLOSE UP 50 ML/60G,BATHROOM ITEMS,1 ,1833,,2200,0,6281006411128,
WHITELINK TOOTHPASTE 120 g,BATHROOM ITEMS,1 ,2500,,3100,0,6952711290017,
GILLETTE BLUE II PLUS SHAVER,BATHROOM ITEMS,1 ,1583,,1900,0,3014260265885,
DELIDENT TOOTHPASTE 70 g,BATHROOM ITEMS,1 ,1083,,1500,0,8992819110709,
AQUAFRESH FRESH & MINTY TOOTHPASTE 50 ML,BATHROOM ITEMS,1 ,1833,,2200,0,6008686411404,
DELBOY'S LADY KILLER SPLASH ON COLOGNE 200ML,BATHROOM ITEMS,1 ,10000,,10000,18,,
ROLLIES TOILET PAPER,BATHROOM ITEMS,1 ,3000,,4000,0,6291103620026,
JIREH TOILET CLEANER PINE FRESH 750 ml,BATHROOM ITEMS,1 ,4000,,5000,18,6164000324550,
GILLETTE MACH3 SHAVING CARTRIDGES,BATHROOM ITEMS,1 ,9600,,12000,18,3014260251970,
COLGATE ADVANCED WHITE 100 ml (149 g),BATHROOM ITEMS,1 ,4083,,5000,0,6001067020714,
ZORRIK ZII 5 TWIN BLADE CARTRIDGE WITH RAZOR,BATHROOM ITEMS,1 ,1250,,1500,18,,
SHAVING SET 15 g,BATHROOM ITEMS,1 ,1500,,1500,18,,
COLGATE MAXFRESH  W/ COOLING CRYSTALS 50 ML,BATHROOM ITEMS,1 ,2116,,2600,0,8901314115027,
COLGATE TRIPLE ACTION TOOTHPASTE 50 ml,BATHROOM ITEMS,1 ,1666,,2000,0,6001067011934,
AROMA SPA BATH SALTS 128 g,BATHROOM ITEMS,1 ,0,,20000,18,8711555297983,
LIFEBUOY HANDWASH 200 ML,BATHROOM ITEMS,1 ,5833,,7000,0,6001087004596,
STAYFREE THICK 8 PADS W/ WINGS,BATHROOM ITEMS,1 ,1208,,1500,0,6003001016685,
PRINCESS ULTRA SANITARY PADS W/ WINGS 10,BATHROOM ITEMS,1 ,1375,,1700,0,6164002121003,
PERFECT ADULT DIAPERS XL 10 40 - 55 (101-139cm),BATHROOM ITEMS,1 ,22000,,24000,18,6925329200112,
ANGEL SANITARY PADS 10  REGULAR WITH WINGS,BATHROOM ITEMS,1 ,938,,800,0,6936407002405,
FEATHERS SANITARY PADS WITH WINGS 10 REGULAR,BATHROOM ITEMS,1 ,1444,,1800,18,6921904701470,
ALWAYS NIGHT MAXI THICK 8 EXTRA LONG,BATHROOM ITEMS,1 ,2000,,2500,0,4015400457848,
ALWAYS ULTRA THIN/FINE 8 LONG,BATHROOM ITEMS,1 ,2237,,2500,0,4015400074366,
FINE FLUFFY TOILET PAPER 4 ROLLS 2 PLY,BATHROOM ITEMS,1 ,3667,,4000,18,6251001220629,
COTTON BUDS,BATHROOM ITEMS,1 ,958,,1500,18,8666307902281,
SKIN DOCTOR ANTI-BACTERIAL BODY & FACE SOAP 125 g,BATHROOM ITEMS,1 ,1667,,2000,18,,
SKIN DOCTOR ORGANIC SOAP 100 g,BATHROOM ITEMS,1 ,1667,,2000,0,6164001026002,
BLISS MAX PADS WITH WINGS 8+2 NORMAL,BATHROOM ITEMS,1 ,1750,,2100,18,6009681936930,
SUNNY GIRL SKIN CARE WIPES 80 pcs,BATHROOM ITEMS,1 ,3500,,4000,18,6928140302744,
SKIN CARE SOAP 125 g,BATHROOM ITEMS,1 ,1667,,2000,0,6164000715426,
MABALO SOAP DISH,BATHROOM ITEMS,1 ,4500,,5500,0,6927306604302,
LOVE BE MY JKC 5237,BATHROOM ITEMS,1 ,4500,,5500,18,6942467452371,
JKC SOAP DISH 5206,BATHROOM ITEMS,1 ,5000,,6000,18,6942467452067,
VL SOAP DISH JC-1526,BATHROOM ITEMS,1 ,4500,,5000,18,6928518415267,
SECRETS PADS 8 ULTRA NORMAL FLOW,BATHROOM ITEMS,1 ,1875,,2500,18,6056000002104,
BLESSEDNESS BEAR SOAP DISH 1238,BATHROOM ITEMS,1 ,4500,,5000,0,6934008712389,
MANTINGXIANG FACIAL TISSUE 1 ROLL,BATHROOM ITEMS,1 ,850,,1200,0,,
EUROSILK/SILKEE JUMBO TOILET PAPER,BATHROOM ITEMS,1 ,1230,,1500,0,6161103780016,
LIANGROU TOILET PAPER 10 ROLLS,BATHROOM ITEMS,1 ,10500,,10000,0,6927631337272,
WONDER SOFT TOILET PAPER,BATHROOM ITEMS,1 ,1100,,1400,0,6256643000028,
MANTINGXIANG FACIAL TISSUE 10 ROLLS,BATHROOM ITEMS,1 ,8500,,10000,0,,
NEW BATH,BATHROOM ITEMS,1 ,1050,,1200,0,,
YA CAI TOILET TISSUE 10 ROLLS,BATHROOM ITEMS,1 ,10500,,12000,0,6938051900373,
ROMANTIC TOILET PAPER 1 ROLL,BATHROOM ITEMS,1 ,1000,,1200,18,,
ROMANTIC TOILET PAPER 10 ROLLS,BATHROOM ITEMS,1 ,10000,,10000,18,,
CLEAN FACIAL TISSUES,BATHROOM ITEMS,1 ,800,,1000,0,,
LUXURY TOILET PAPER 1 ROLL,BATHROOM ITEMS,1 ,346,,500,18,6164000510007,
QINGCHUN TOILET PAPER 10 ROLLS,BATHROOM ITEMS,1 ,6500,,8000,18,6953304800538,
